,source,target,y
9510,CHEMBL.COMPOUND:CHEMBL1138,MONDO:0011374,1
9511,CHEMBL.COMPOUND:CHEMBL1487,MONDO:0011374,1
9512,CHEMBL.COMPOUND:CHEMBL608,MONDO:0011374,1
9513,CHEMBL.COMPOUND:CHEMBL1201625,MONDO:0011374,1
9514,CHEMBL.COMPOUND:CHEMBL1200777,MONDO:0011374,1
9515,CHEMBL.COMPOUND:CHEMBL1144,MONDO:0011374,1
9516,CHEMBL.COMPOUND:CHEMBL503,MONDO:0011374,1
9517,CHEMBL.COMPOUND:CHEMBL1477,MONDO:0011374,1
9518,CHEMBL.COMPOUND:CHEMBL1201473,MONDO:0011374,1
9519,CHEMBL.COMPOUND:CHEMBL1064,MONDO:0011374,1
9520,CHEMBL.COMPOUND:CHEMBL1201474,MONDO:0011374,1
9521,CHEMBL.COMPOUND:CHEMBL1078,MONDO:0011374,1
9522,CHEMBL.COMPOUND:CHEMBL672,MONDO:0011374,1
9523,CHEMBL.COMPOUND:CHEMBL514,MONDO:0005401,1
9524,CHEMBL.COMPOUND:CHEMBL481,MONDO:0005401,1
9525,CHEMBL.COMPOUND:CHEMBL513,MONDO:0005401,1
9526,CHEMBL.COMPOUND:CHEMBL1532,MONDO:0005009,1
9527,CHEMBL.COMPOUND:CHEMBL1165,MONDO:0005009,1
9528,CHEMBL.COMPOUND:CHEMBL456,MONDO:0005009,1
9529,CHEMBL.COMPOUND:CHEMBL61593,MONDO:0005009,1
9530,CHEMBL.COMPOUND:CHEMBL406,MONDO:0005009,1
9531,CHEMBL.COMPOUND:CHEMBL1017,MONDO:0005009,1
9532,CHEMBL.COMPOUND:CHEMBL1763,MONDO:0005009,1
9533,CHEMBL.COMPOUND:CHEMBL1072,MONDO:0005009,1
9534,CHEMBL.COMPOUND:CHEMBL1201039,MONDO:0005009,1
9535,CHEMBL.COMPOUND:CHEMBL1026,MONDO:0005009,1
9536,CHEMBL.COMPOUND:CHEMBL255014,MONDO:0005009,1
9537,CHEMBL.COMPOUND:CHEMBL1614,MONDO:0005009,1
9538,CHEMBL.COMPOUND:CHEMBL1200987,MONDO:0005009,1
9539,CHEMBL.COMPOUND:CHEMBL1054,MONDO:0005009,1
9540,CHEMBL.COMPOUND:CHEMBL1577,MONDO:0005009,1
9541,CHEMBL.COMPOUND:CHEMBL1200692,MONDO:0005009,1
9542,CHEMBL.COMPOUND:CHEMBL1311,MONDO:0005009,1
9543,CHEMBL.COMPOUND:CHEMBL1200660,MONDO:0005009,1
9544,CHEMBL.COMPOUND:CHEMBL59461,MONDO:0002049,1
9545,CHEMBL.COMPOUND:CHEMBL1201558,MONDO:0002049,1
9546,CHEMBL.COMPOUND:CHEMBL376685,MONDO:0002049,1
9547,CHEMBL.COMPOUND:CHEMBL1201564,MONDO:0002049,1
9548,CHEMBL.COMPOUND:CHEMBL1201560,MONDO:0002049,1
9549,CHEMBL.COMPOUND:CHEMBL1201561,MONDO:0002049,1
9550,CHEMBL.COMPOUND:CHEMBL1201666,MONDO:0002049,1
9551,CHEMBL.COMPOUND:CHEMBL1187846,MONDO:0001517,1
9552,CHEMBL.COMPOUND:CHEMBL1202,MONDO:0001517,1
9553,CHEMBL.COMPOUND:CHEMBL86715,MONDO:0010747,1
9554,CHEMBL.COMPOUND:CHEMBL567,MONDO:0000481,1
9555,CHEMBL.COMPOUND:CHEMBL1201438,MONDO:0005109,1
9556,CHEMBL.COMPOUND:CHEMBL1423,MONDO:0007739,1
9557,CHEMBL.COMPOUND:CHEMBL567,MONDO:0007739,1
9558,CHEMBL.COMPOUND:CHEMBL701,MONDO:0007739,1
9559,CHEMBL.COMPOUND:CHEMBL1201558,MONDO:0002531,1
9560,CHEMBL.COMPOUND:CHEMBL1201564,MONDO:0002531,1
9561,CHEMBL.COMPOUND:CHEMBL1201560,MONDO:0002531,1
9562,CHEMBL.COMPOUND:CHEMBL1201561,MONDO:0002531,1
9563,CHEMBL.COMPOUND:CHEMBL1671,MONDO:0004974,1
9564,CHEMBL.COMPOUND:CHEMBL897,MONDO:0004944,1
9565,CHEMBL.COMPOUND:CHEMBL1351,MONDO:0001187,1
9566,CHEMBL.COMPOUND:CHEMBL320876,MONDO:0001187,1
9567,CHEMBL.COMPOUND:CHEMBL1200474,MONDO:0006802,1
9568,CHEMBL.COMPOUND:CHEMBL628,MONDO:0000960,1
9569,CHEMBL.COMPOUND:CHEMBL1201619,MONDO:0013622,1
9570,CHEMBL.COMPOUND:CHEMBL376685,MONDO:0013622,1
9571,CHEMBL.COMPOUND:CHEMBL1046,MONDO:0013622,1
9572,CHEMBL.COMPOUND:CHEMBL19,MONDO:0001744,1
9573,CHEMBL.COMPOUND:CHEMBL1201229,MONDO:0001744,1
9574,CHEMBL.COMPOUND:CHEMBL940,MONDO:0003699,1
9575,CHEMBL.COMPOUND:CHEMBL1201044,MESH:D015878,1
9576,CHEMBL.COMPOUND:CHEMBL628,MONDO:0018882,1
9577,CHEMBL.COMPOUND:CHEMBL145615,MONDO:0009971,1
9578,CHEMBL.COMPOUND:CHEMBL12856,MONDO:0011840,1
9579,CHEMBL.COMPOUND:CHEMBL428880,DOID:3044,1
9580,CHEMBL.COMPOUND:CHEMBL1682,MONDO:0002203,1
9581,CHEMBL.COMPOUND:CHEMBL701,MONDO:0005385,1
9582,CHEMBL.COMPOUND:CHEMBL1709,MONDO:0005451,1
9583,CHEMBL.COMPOUND:CHEMBL1532,MONDO:0005377,1
9584,CHEMBL.COMPOUND:CHEMBL1148,MONDO:0005377,1
9585,CHEMBL.COMPOUND:CHEMBL456,MONDO:0005377,1
9586,CHEMBL.COMPOUND:CHEMBL1684,MONDO:0005377,1
9587,CHEMBL.COMPOUND:CHEMBL61593,MONDO:0005377,1
9588,CHEMBL.COMPOUND:CHEMBL406,MONDO:0005377,1
9589,CHEMBL.COMPOUND:CHEMBL1763,MONDO:0005377,1
9590,CHEMBL.COMPOUND:CHEMBL1072,MONDO:0005377,1
9591,CHEMBL.COMPOUND:CHEMBL1201039,MONDO:0005377,1
9592,CHEMBL.COMPOUND:CHEMBL255014,MONDO:0005377,1
9593,CHEMBL.COMPOUND:CHEMBL435,MONDO:0005377,1
9594,CHEMBL.COMPOUND:CHEMBL1054,MONDO:0005377,1
9595,CHEMBL.COMPOUND:CHEMBL1577,MONDO:0005377,1
9596,CHEMBL.COMPOUND:CHEMBL842,MONDO:0005377,1
9597,CHEMBL.COMPOUND:CHEMBL1480987,MONDO:0005386,1
9598,CHEMBL.COMPOUND:CHEMBL1139,MONDO:0005386,1
9599,CHEMBL.COMPOUND:CHEMBL799,MONDO:0005386,1
9600,CHEMBL.COMPOUND:CHEMBL573,MONDO:0005386,1
9601,CHEMBL.COMPOUND:CHEMBL1140,MONDO:0005386,1
9602,CHEMBL.COMPOUND:CHEMBL157101,MONDO:0011989,1
9603,CHEMBL.COMPOUND:CHEMBL1711,MONDO:0011989,1
9604,CHEMBL.COMPOUND:CHEMBL1200604,MONDO:0006814,1
9605,CHEMBL.COMPOUND:CHEMBL730,MONDO:0004729,1
9606,CHEMBL.COMPOUND:CHEMBL1311,MONDO:0004729,1
9607,CHEMBL.COMPOUND:CHEMBL6622,MONDO:0004729,1
9608,CHEMBL.COMPOUND:CHEMBL1200660,MONDO:0004729,1
9609,CHEMBL.COMPOUND:CHEMBL637,MONDO:0005404,1
9610,CHEMBL.COMPOUND:CHEMBL3833369,MONDO:0005404,1
9611,CHEMBL.COMPOUND:CHEMBL548,MONDO:0002715,1
9612,CHEMBL.COMPOUND:CHEMBL320876,MONDO:0002715,1
9613,CHEMBL.COMPOUND:CHEMBL1554,MONDO:0002715,1
9614,CHEMBL.COMPOUND:CHEMBL1200848,MONDO:0002715,1
9615,CHEMBL.COMPOUND:CHEMBL467,MONDO:0002715,1
9616,CHEMBL.COMPOUND:CHEMBL1574179,MONDO:0005164,1
9617,CHEMBL.COMPOUND:CHEMBL1201558,MONDO:0002108,1
9618,CHEMBL.COMPOUND:CHEMBL1417019,MONDO:0005089,1
9619,CHEMBL.COMPOUND:CHEMBL671,MONDO:0005089,1
9620,CHEMBL.COMPOUND:CHEMBL34259,MONDO:0021117,1
9621,CHEMBL.COMPOUND:CHEMBL508191,MONDO:0021117,1
9622,CHEMBL.COMPOUND:CHEMBL514,MONDO:0021117,1
9623,CHEMBL.COMPOUND:CHEMBL513,MONDO:0021117,1
9624,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0021117,1
9625,CHEMBL.COMPOUND:CHEMBL1200410,MONDO:0021117,1
9626,CHEMBL.COMPOUND:CHEMBL452231,MONDO:0021117,1
9627,CHEMBL.COMPOUND:CHEMBL1351,MONDO:0021117,1
9628,CHEMBL.COMPOUND:CHEMBL320876,MONDO:0021117,1
9629,CHEMBL.COMPOUND:CHEMBL352705,MONDO:0021117,1
9630,CHEMBL.COMPOUND:CHEMBL939,MONDO:0021117,1
9631,CHEMBL.COMPOUND:CHEMBL88,MONDO:0021117,1
9632,CHEMBL.COMPOUND:CHEMBL11359,MONDO:0021117,1
9633,CHEMBL.COMPOUND:CHEMBL2146124,MONDO:0002258,1
9634,CHEMBL.COMPOUND:CHEMBL1743,MONDO:0002258,1
9635,CHEMBL.COMPOUND:CHEMBL3301800,MONDO:0002258,1
9636,CHEMBL.COMPOUND:CHEMBL1555813,MONDO:0002258,1
9637,CHEMBL.COMPOUND:CHEMBL1727,MONDO:0002258,1
9638,CHEMBL.COMPOUND:CHEMBL680,MONDO:0002258,1
9639,CHEMBL.COMPOUND:CHEMBL980,MONDO:0002258,1
9640,CHEMBL.COMPOUND:CHEMBL34259,MONDO:0001014,1
9641,CHEMBL.COMPOUND:CHEMBL481,MONDO:0001014,1
9642,CHEMBL.COMPOUND:CHEMBL501867,MONDO:0001014,1
9643,CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0001014,1
9644,CHEMBL.COMPOUND:CHEMBL547,MONDO:0001014,1
9645,CHEMBL.COMPOUND:CHEMBL1201536,MONDO:0005101,1
9646,CHEMBL.COMPOUND:CHEMBL514,MONDO:0005105,1
9647,CHEMBL.COMPOUND:CHEMBL1200410,MONDO:0005105,1
9648,CHEMBL.COMPOUND:CHEMBL3545252,MONDO:0005105,1
9649,CHEMBL.COMPOUND:CHEMBL1554,MONDO:0005105,1
9650,CHEMBL.COMPOUND:CHEMBL1201438,MONDO:0005105,1
9651,CHEMBL.COMPOUND:CHEMBL1201564,MONDO:0005105,1
9652,CHEMBL.COMPOUND:CHEMBL1201560,MONDO:0005105,1
9653,CHEMBL.COMPOUND:CHEMBL1201561,MONDO:0005105,1
9654,CHEMBL.COMPOUND:CHEMBL3183524,MONDO:0011880,1
9655,CHEMBL.COMPOUND:CHEMBL106,MONDO:0011880,1
9656,CHEMBL.COMPOUND:CHEMBL1711,MONDO:0011880,1
9657,CHEMBL.COMPOUND:CHEMBL364143,MONDO:0011880,1
9658,CHEMBL.COMPOUND:CHEMBL459265,MONDO:0011880,1
9659,CHEMBL.COMPOUND:CHEMBL1261,MONDO:0001909,1
9660,CHEMBL.COMPOUND:CHEMBL927,MONDO:0001039,1
9661,CHEMBL.COMPOUND:CHEMBL3184688,MONDO:0001039,1
9662,CHEMBL.COMPOUND:CHEMBL1200502,MONDO:0001039,1
9663,CHEMBL.COMPOUND:CHEMBL1716,MONDO:0013498,1
9664,CHEMBL.COMPOUND:CHEMBL452,MONDO:0013498,1
9665,CHEMBL.COMPOUND:CHEMBL2360079,MONDO:0013498,1
9666,CHEMBL.COMPOUND:CHEMBL538973,MONDO:0013498,1
9667,CHEMBL.COMPOUND:CHEMBL479,MONDO:0013498,1
9668,CHEMBL.COMPOUND:CHEMBL1314409,MONDO:0013498,1
9669,CHEMBL.COMPOUND:CHEMBL1200515,MONDO:0013498,1
9670,CHEMBL.COMPOUND:CHEMBL108,MONDO:0013498,1
9671,CHEMBL.COMPOUND:CHEMBL772,MONDO:0013498,1
9672,CHEMBL.COMPOUND:CHEMBL508191,MONDO:0007124,1
9673,CHEMBL.COMPOUND:CHEMBL514,MONDO:0007124,1
9674,CHEMBL.COMPOUND:CHEMBL513,MONDO:0007124,1
9675,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0007124,1
9676,CHEMBL.COMPOUND:CHEMBL1201001,MONDO:0007124,1
9677,CHEMBL.COMPOUND:CHEMBL538943,MONDO:0007124,1
9678,CHEMBL.COMPOUND:CHEMBL1200410,MONDO:0007124,1
9679,CHEMBL.COMPOUND:CHEMBL1574179,MONDO:0007124,1
9680,CHEMBL.COMPOUND:CHEMBL1201670,MONDO:0007124,1
9681,CHEMBL.COMPOUND:CHEMBL501867,MONDO:0007124,1
9682,CHEMBL.COMPOUND:CHEMBL88,MONDO:0007124,1
9683,CHEMBL.COMPOUND:CHEMBL515,MONDO:0007124,1
9684,CHEMBL.COMPOUND:CHEMBL11359,MONDO:0007124,1
9685,CHEMBL.COMPOUND:CHEMBL1200688,MONDO:0002269,1
9686,CHEMBL.COMPOUND:CHEMBL1697788,MONDO:0017623,1
9687,CHEMBL.COMPOUND:CHEMBL2106961,MONDO:0017623,1
9688,CHEMBL.COMPOUND:CHEMBL650,MONDO:0017623,1
9689,CHEMBL.COMPOUND:CHEMBL635,MONDO:0017623,1
9690,CHEMBL.COMPOUND:CHEMBL1103,MONDO:0000824,1
9691,CHEMBL.COMPOUND:CHEMBL1200599,MONDO:0000824,1
9692,CHEMBL.COMPOUND:CHEMBL1200665,MONDO:0000824,1
9693,CHEMBL.COMPOUND:CHEMBL3182554,MONDO:0000824,1
9694,CHEMBL.COMPOUND:CHEMBL134,MONDO:0000824,1
9695,CHEMBL.COMPOUND:CHEMBL1201625,MONDO:0000824,1
9696,CHEMBL.COMPOUND:CHEMBL1707,MONDO:0000824,1
9697,CHEMBL.COMPOUND:CHEMBL1201473,MONDO:0000824,1
9698,CHEMBL.COMPOUND:CHEMBL1201474,MONDO:0000824,1
9699,CHEMBL.COMPOUND:CHEMBL1200885,MONDO:0000824,1
9700,CHEMBL.COMPOUND:CHEMBL172,MONDO:0005921,1
9701,CHEMBL.COMPOUND:CHEMBL1200901,MONDO:0005921,1
9702,CHEMBL.COMPOUND:CHEMBL34259,MONDO:0001056,1
9703,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0001056,1
9704,CHEMBL.COMPOUND:CHEMBL917,MONDO:0001056,1
9705,CHEMBL.COMPOUND:CHEMBL4,MONDO:0000827,1
9706,CHEMBL.COMPOUND:CHEMBL5,MONDO:0000827,1
9707,CHEMBL.COMPOUND:CHEMBL1398589,MONDO:0000827,1
9708,CHEMBL.COMPOUND:CHEMBL850,MONDO:0000827,1
9709,CHEMBL.COMPOUND:CHEMBL1730,MONDO:0000827,1
9710,CHEMBL.COMPOUND:CHEMBL31,MONDO:0000827,1
9711,CHEMBL.COMPOUND:CHEMBL1697715,MONDO:0000827,1
9712,CHEMBL.COMPOUND:CHEMBL1411731,MONDO:0000827,1
9713,CHEMBL.COMPOUND:CHEMBL817,MONDO:0011667,1
9714,CHEMBL.COMPOUND:CHEMBL1201496,MONDO:0011667,1
9715,CHEMBL.COMPOUND:CHEMBL498,MONDO:0011667,1
9716,CHEMBL.COMPOUND:CHEMBL1201538,MONDO:0011667,1
9717,CHEMBL.COMPOUND:CHEMBL1201613,MONDO:0011667,1
9718,CHEMBL.COMPOUND:CHEMBL472,MONDO:0011667,1
9719,CHEMBL.COMPOUND:CHEMBL1201497,MONDO:0011667,1
9720,CHEMBL.COMPOUND:CHEMBL1272,MONDO:0011667,1
9721,CHEMBL.COMPOUND:CHEMBL1561,MONDO:0011667,1
9722,CHEMBL.COMPOUND:CHEMBL1200874,MONDO:0011667,1
9723,CHEMBL.COMPOUND:CHEMBL408,MONDO:0011667,1
9724,CHEMBL.COMPOUND:CHEMBL1566,MONDO:0011667,1
9725,CHEMBL.COMPOUND:CHEMBL249263,MONDO:0011667,1
9726,CHEMBL.COMPOUND:CHEMBL1481,MONDO:0011667,1
9727,CHEMBL.COMPOUND:CHEMBL393336,MONDO:0011667,1
9728,CHEMBL.COMPOUND:CHEMBL2107869,MONDO:0011667,1
9729,CHEMBL.COMPOUND:CHEMBL1715,MONDO:0011667,1
9730,CHEMBL.COMPOUND:CHEMBL1073,MONDO:0011667,1
9731,CHEMBL.COMPOUND:CHEMBL1703,MONDO:0011667,1
9732,CHEMBL.COMPOUND:CHEMBL843,MONDO:0011667,1
9733,CHEMBL.COMPOUND:CHEMBL4303637,MONDO:0011667,1
9734,CHEMBL.COMPOUND:CHEMBL1589,MONDO:0011667,1
9735,CHEMBL.COMPOUND:CHEMBL4208954,MONDO:0005025,1
9736,CHEMBL.COMPOUND:CHEMBL1201558,MONDO:0015074,1
9737,CHEMBL.COMPOUND:CHEMBL1574179,MONDO:0005212,1
9738,CHEMBL.COMPOUND:CHEMBL1200863,MONDO:0005212,1
9739,CHEMBL.COMPOUND:CHEMBL309821,DOID:5380,1
9740,CHEMBL.COMPOUND:CHEMBL1201496,MONDO:0007454,1
9741,CHEMBL.COMPOUND:CHEMBL1201613,MONDO:0007454,1
9742,CHEMBL.COMPOUND:CHEMBL1201497,MONDO:0007454,1
9743,CHEMBL.COMPOUND:CHEMBL2107869,MONDO:0007454,1
9744,CHEMBL.COMPOUND:CHEMBL1423,MONDO:0011299,1
9745,CHEMBL.COMPOUND:CHEMBL567,MONDO:0011299,1
9746,CHEMBL.COMPOUND:CHEMBL701,MONDO:0011299,1
9747,CHEMBL.COMPOUND:CHEMBL650,MONDO:0017841,1
9748,CHEMBL.COMPOUND:CHEMBL635,MONDO:0017841,1
9749,CHEMBL.COMPOUND:CHEMBL1013,MONDO:0005961,1
9750,CHEMBL.COMPOUND:CHEMBL3301800,MONDO:0005961,1
9751,CHEMBL.COMPOUND:CHEMBL1201483,MONDO:0005961,1
9752,CHEMBL.COMPOUND:CHEMBL1200638,MONDO:0005961,1
9753,CHEMBL.COMPOUND:CHEMBL1266,MONDO:0005961,1
9754,CHEMBL.COMPOUND:CHEMBL1202,MONDO:0005961,1
9755,CHEMBL.COMPOUND:CHEMBL1200498,MONDO:0005961,1
9756,CHEMBL.COMPOUND:CHEMBL31,MONDO:0005961,1
9757,CHEMBL.COMPOUND:CHEMBL927,MONDO:0005961,1
9758,CHEMBL.COMPOUND:CHEMBL3184688,MONDO:0005961,1
9759,CHEMBL.COMPOUND:CHEMBL980,MONDO:0005961,1
9760,CHEMBL.COMPOUND:CHEMBL34259,MONDO:0021100,1
9761,CHEMBL.COMPOUND:CHEMBL508191,MONDO:0021100,1
9762,CHEMBL.COMPOUND:CHEMBL481,MONDO:0021100,1
9763,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0021100,1
9764,CHEMBL.COMPOUND:CHEMBL538943,MONDO:0021100,1
9765,CHEMBL.COMPOUND:CHEMBL1201199,MONDO:0021100,1
9766,CHEMBL.COMPOUND:CHEMBL1444,MONDO:0021100,1
9767,CHEMBL.COMPOUND:CHEMBL1712246,MONDO:0021100,1
9768,CHEMBL.COMPOUND:CHEMBL1445,MONDO:0021100,1
9769,CHEMBL.COMPOUND:CHEMBL1738,MONDO:0021100,1
9770,CHEMBL.COMPOUND:CHEMBL1399,MONDO:0021100,1
9771,CHEMBL.COMPOUND:CHEMBL1201670,MONDO:0021100,1
9772,CHEMBL.COMPOUND:CHEMBL1489751,MONDO:0021100,1
9773,CHEMBL.COMPOUND:CHEMBL1351,MONDO:0021100,1
9774,CHEMBL.COMPOUND:CHEMBL1613544,MONDO:0021100,1
9775,CHEMBL.COMPOUND:CHEMBL488,MONDO:0021100,1
9776,CHEMBL.COMPOUND:CHEMBL1417019,MONDO:0021100,1
9777,CHEMBL.COMPOUND:CHEMBL1200863,MONDO:0021100,1
9778,CHEMBL.COMPOUND:CHEMBL515,MONDO:0021100,1
9779,CHEMBL.COMPOUND:CHEMBL1395,MONDO:0021100,1
9780,CHEMBL.COMPOUND:CHEMBL1200976,MONDO:0021100,1
9781,CHEMBL.COMPOUND:CHEMBL2106514,MONDO:0021100,1
9782,CHEMBL.COMPOUND:CHEMBL11359,MONDO:0021100,1
9783,CHEMBL.COMPOUND:CHEMBL1201585,MONDO:0021100,1
9784,CHEMBL.COMPOUND:CHEMBL1773,MONDO:0021100,1
9785,CHEMBL.COMPOUND:CHEMBL305242,MONDO:0021100,1
9786,CHEMBL.COMPOUND:CHEMBL94,MONDO:0005041,1
9787,CHEMBL.COMPOUND:CHEMBL134,MONDO:0005041,1
9788,CHEMBL.COMPOUND:CHEMBL17,MONDO:0005041,1
9789,CHEMBL.COMPOUND:CHEMBL14,MONDO:0005041,1
9790,CHEMBL.COMPOUND:CHEMBL1025,MONDO:0005041,1
9791,CHEMBL.COMPOUND:CHEMBL267936,MONDO:0007661,1
9792,CHEMBL.COMPOUND:CHEMBL567,MONDO:0007661,1
9793,CHEMBL.COMPOUND:CHEMBL1712,MONDO:0007661,1
9794,CHEMBL.COMPOUND:CHEMBL2096654,MONDO:0004741,1
9795,CHEMBL.COMPOUND:CHEMBL3184533,MONDO:0004741,1
9796,CHEMBL.COMPOUND:CHEMBL88,MONDO:0000432,1
9797,CHEMBL.COMPOUND:CHEMBL515,MONDO:0000432,1
9798,CHEMBL.COMPOUND:CHEMBL468,MONDO:0000432,1
9799,CHEMBL.COMPOUND:CHEMBL1200339,MONDO:0005338,1
9800,CHEMBL.COMPOUND:CHEMBL1716,MONDO:0011728,1
9801,CHEMBL.COMPOUND:CHEMBL79,MONDO:0003749,1
9802,CHEMBL.COMPOUND:CHEMBL3904026,MONDO:0005380,1
9803,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0004948,1
9804,CHEMBL.COMPOUND:CHEMBL2108546,MONDO:0004948,1
9805,CHEMBL.COMPOUND:CHEMBL1425,MONDO:0004948,1
9806,CHEMBL.COMPOUND:CHEMBL3833369,MONDO:0001336,1
9807,CHEMBL.COMPOUND:CHEMBL1477,MONDO:0001336,1
9808,CHEMBL.COMPOUND:CHEMBL1201473,MONDO:0001336,1
9809,CHEMBL.COMPOUND:CHEMBL1201474,MONDO:0001336,1
9810,CHEMBL.COMPOUND:CHEMBL16,MONDO:0012706,1
9811,CHEMBL.COMPOUND:CHEMBL861,MONDO:0012706,1
9812,CHEMBL.COMPOUND:CHEMBL771,MONDO:0009265,1
9813,CHEMBL.COMPOUND:CHEMBL700,MONDO:0015614,1
9814,CHEMBL.COMPOUND:CHEMBL1257,MONDO:0004766,1
9815,CHEMBL.COMPOUND:CHEMBL389621,MONDO:0004766,1
9816,CHEMBL.COMPOUND:CHEMBL931,MONDO:0004766,1
9817,CHEMBL.COMPOUND:CHEMBL701,MONDO:0021234,1
9818,CHEMBL.COMPOUND:CHEMBL145615,MONDO:0004849,1
9819,CHEMBL.COMPOUND:CHEMBL1200848,MONDO:0005133,1
9820,CHEMBL.COMPOUND:CHEMBL1532,MONDO:0005044,1
9821,CHEMBL.COMPOUND:CHEMBL456,MONDO:0005044,1
9822,CHEMBL.COMPOUND:CHEMBL61593,MONDO:0005044,1
9823,CHEMBL.COMPOUND:CHEMBL197,MONDO:0005044,1
9824,CHEMBL.COMPOUND:CHEMBL1072,MONDO:0005044,1
9825,CHEMBL.COMPOUND:CHEMBL1201039,MONDO:0005044,1
9826,CHEMBL.COMPOUND:CHEMBL3833369,MONDO:0005044,1
9827,CHEMBL.COMPOUND:CHEMBL1200515,MONDO:0005044,1
9828,CHEMBL.COMPOUND:CHEMBL1200382,MONDO:0005044,1
9829,CHEMBL.COMPOUND:CHEMBL1237105,MONDO:0006032,1
9830,CHEMBL.COMPOUND:CHEMBL31,MONDO:0006032,1
9831,CHEMBL.COMPOUND:CHEMBL364143,MONDO:0006032,1
9832,CHEMBL.COMPOUND:CHEMBL3833312,MONDO:0006032,1
9833,CHEMBL.COMPOUND:CHEMBL3184533,MONDO:0009412,1
9834,CHEMBL.COMPOUND:CHEMBL1448,MONDO:0004664,1
9835,CHEMBL.COMPOUND:CHEMBL12856,MONDO:0010951,1
9836,CHEMBL.COMPOUND:CHEMBL2206196,MONDO:0005644,1
9837,CHEMBL.COMPOUND:CHEMBL3833408,MONDO:0005412,1
9838,CHEMBL.COMPOUND:CHEMBL969,MONDO:0005412,1
9839,CHEMBL.COMPOUND:CHEMBL1200427,MONDO:0005412,1
9840,CHEMBL.COMPOUND:CHEMBL671,MONDO:0005008,1
9841,CHEMBL.COMPOUND:CHEMBL105,MONDO:0005008,1
9842,CHEMBL.COMPOUND:CHEMBL1201535,MONDO:0011122,1
9843,CHEMBL.COMPOUND:CHEMBL2146146,MONDO:0020283,1
9844,CHEMBL.COMPOUND:CHEMBL1174,MONDO:0006805,1
9845,CHEMBL.COMPOUND:CHEMBL2103749,MONDO:0006805,1
9846,CHEMBL.COMPOUND:CHEMBL1201666,MONDO:0006805,1
9847,CHEMBL.COMPOUND:CHEMBL1187846,MONDO:0004235,1
9848,CHEMBL.COMPOUND:CHEMBL1398589,MONDO:0004522,1
9849,CHEMBL.COMPOUND:CHEMBL1201098,MONDO:0004522,1
9850,CHEMBL.COMPOUND:CHEMBL1488,MONDO:0000646,1
9851,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0000646,1
9852,CHEMBL.COMPOUND:CHEMBL538943,MONDO:0000646,1
9853,CHEMBL.COMPOUND:CHEMBL1201199,MONDO:0000646,1
9854,CHEMBL.COMPOUND:CHEMBL3545252,MONDO:0000646,1
9855,CHEMBL.COMPOUND:CHEMBL1455,MONDO:0000646,1
9856,CHEMBL.COMPOUND:CHEMBL1351,MONDO:0000646,1
9857,CHEMBL.COMPOUND:CHEMBL1607,MONDO:0000646,1
9858,CHEMBL.COMPOUND:CHEMBL352705,MONDO:0000646,1
9859,CHEMBL.COMPOUND:CHEMBL88,MONDO:0000646,1
9860,CHEMBL.COMPOUND:CHEMBL1200981,MONDO:0000646,1
9861,CHEMBL.COMPOUND:CHEMBL1200863,MONDO:0000646,1
9862,CHEMBL.COMPOUND:CHEMBL515,MONDO:0000646,1
9863,CHEMBL.COMPOUND:CHEMBL11359,MONDO:0000646,1
9864,CHEMBL.COMPOUND:CHEMBL467,MONDO:0000646,1
9865,CHEMBL.COMPOUND:CHEMBL1201496,MONDO:0011068,1
9866,CHEMBL.COMPOUND:CHEMBL1201613,MONDO:0011068,1
9867,CHEMBL.COMPOUND:CHEMBL1201497,MONDO:0011068,1
9868,CHEMBL.COMPOUND:CHEMBL2107869,MONDO:0011068,1
9869,CHEMBL.COMPOUND:CHEMBL730,MONDO:0005149,1
9870,CHEMBL.COMPOUND:CHEMBL2108900,MONDO:0005149,1
9871,CHEMBL.COMPOUND:CHEMBL276832,MONDO:0005149,1
9872,CHEMBL.COMPOUND:CHEMBL700,MONDO:0018824,1
9873,CHEMBL.COMPOUND:CHEMBL481,MONDO:0000430,1
9874,CHEMBL.COMPOUND:CHEMBL2108989,MONDO:0000430,1
9875,CHEMBL.COMPOUND:CHEMBL1417019,MONDO:0000430,1
9876,CHEMBL.COMPOUND:CHEMBL671,MONDO:0000430,1
9877,CHEMBL.COMPOUND:CHEMBL2106589,MONDO:0000430,1
9878,CHEMBL.COMPOUND:CHEMBL1544,MONDO:0010138,1
9879,CHEMBL.COMPOUND:CHEMBL481,MONDO:0009831,1
9880,CHEMBL.COMPOUND:CHEMBL1024,MONDO:0009831,1
9881,CHEMBL.COMPOUND:CHEMBL3545252,MONDO:0009831,1
9882,CHEMBL.COMPOUND:CHEMBL3182554,MONDO:0009831,1
9883,CHEMBL.COMPOUND:CHEMBL1773,MONDO:0009831,1
9884,CHEMBL.COMPOUND:CHEMBL83,MONDO:0009831,1
9885,CHEMBL.COMPOUND:CHEMBL671,MONDO:0004970,1
9886,CHEMBL.COMPOUND:CHEMBL1585303,MONDO:0005996,1
